year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1981	"District of Columbia"	7.35628	7.779885	8.139732	8.606485	8.853665	9.000607	9.122055	9.215328	9.358761	9.472705	9.521568	9.615806	9.733529	9.854822	9.923045	10.061	10.17896	10.31062	10.52568	1
1982	"District of Columbia"	7.649693	7.960672	8.43815	8.699514	8.861775	9.10498	9.226607	9.392662	9.480368	9.581903	9.616138	9.723583	9.798127	9.952278	10.06688	10.21204	10.32581	10.55841	10.859	1
1983	"District of Columbia"	7.726654	8.18535	8.523771	8.853665	9.10498	9.212837	9.308284	9.450538	9.569412	9.680344	9.739202	9.798127	9.864902	9.952278	10.06624	10.15813	10.30895	10.51298	10.88087	1
1984	"District of Columbia"	7.61776	8.064636	8.411833	8.676587	8.909235	9.169518	9.260082	9.472705	9.60245	9.689675	9.798127	9.87817	9.974924	10.08581	10.16585	10.31045	10.49127	10.72217	10.942	1
1985	"District of Columbia"	7.600903	8.188689	8.473868	8.699514	8.987197	9.11482	9.302008	9.41979	9.581903	9.680344	9.77679	9.903487	9.998797	10.11658	10.2239	10.3419	10.49127	10.69195	10.95147	1
1986	"District of Columbia"	7.600903	8.295299	8.714403	8.976136	9.159047	9.318387	9.491753	9.595603	9.680344	9.798127	9.852194	9.952278	10.0007	10.12707	10.21808	10.34174	10.46425	10.64158	10.90441	1
1987	"District of Columbia"	7.918629	8.328451	8.759041	9.148465	9.367344	9.474242	9.615806	9.714142	9.798127	9.830971	9.903487	10.00061	10.12663	10.20452	10.30895	10.42555	10.54534	10.67475	11.0104	1
1988	"District of Columbia"	8.251664	8.622634	8.987197	9.235229	9.433484	9.560997	9.680344	9.763593	9.857444	9.920344	10.01771	10.08581	10.18505	10.27849	10.35743	10.47175	10.62133	10.81106	11.08214	1
1989	"District of Columbia"	8.243282	8.630522	9.046055	9.25913	9.453286	9.615806	9.711116	9.770584	9.873029	9.996522	10.06476	10.13062	10.20452	10.30895	10.41031	10.52151	10.63886	10.85457	11.08916	1
1990	"District of Columbia"	7.600903	8.447629	8.763271	9.07932	9.305651	9.472705	9.642901	9.774233	9.852194	9.932027	10.04325	10.12751	10.19709	10.29384	10.40593	10.50507	10.61428	10.82377	11.086	1
1991	"District of Columbia"	7.721349	8.302018	8.745443	9.10498	9.277999	9.434283	9.632335	9.740969	9.881242	9.991132	10.12663	10.19054	10.24488	10.34438	10.44871	10.54534	10.64809	10.84349	11.20232	1
1992	"District of Columbia"	7.824046	8.556414	9.014812	9.341895	9.480368	9.632335	9.752665	9.87627	9.952278	10.08251	10.13062	10.26629	10.34174	10.44071	10.5321	10.63104	10.74138	11.00792	11.35334	1
1993	"District of Columbia"	7.575585	8.294049	8.85195	9.179881	9.305651	9.546813	9.635608	9.798127	9.915268	9.999525	10.12663	10.23996	10.32876	10.43412	10.59663	10.71016	10.8865	11.08981	11.36172	1
1994	"District of Columbia"	7.625595	8.256348	8.662332	8.971449	9.21034	9.372119	9.586033	9.703328	9.812577	9.942708	10.06845	10.19073	10.30895	10.43705	10.59708	10.74721	10.86207	11.15625	11.46503	1
1995	"District of Columbia"	7.313221	8.294049	8.697513	9.159047	9.360139	9.491753	9.615806	9.798127	9.903487	10.04064	10.12663	10.26116	10.37349	10.46909	10.61891	10.74138	10.91627	11.08981	11.34463	1
1996	"District of Columbia"	7.600903	8.468003	8.827028	9.248599	9.433484	9.680344	9.809176	9.903487	9.998797	10.12663	10.24174	10.33127	10.45193	10.51867	10.66896	10.84381	10.9924	11.19521	11.51592	1
1997	"District of Columbia"	8.006368	8.571681	8.814628	9.163249	9.449357	9.740969	9.903487	9.980449	10.08997	10.16585	10.27505	10.32725	10.45276	10.49988	10.60162	10.71464	10.82552	11.08981	11.4773	1
1998	"District of Columbia"	8.182	8.707483	9.190138	9.412628	9.600421	9.798127	9.913438	10.04871	10.12663	10.23369	10.30895	10.38591	10.4993	10.60237	10.73681	10.87716	11.03489	11.26518	11.54346	1
1999	"District of Columbia"	8.168487	8.699514	9.119211	9.392662	9.615806	9.825634	9.92329	10.08581	10.20359	10.33592	10.40511	10.54534	10.59913	10.72329	10.84105	10.99205	11.11988	11.35572	11.65269	1
2000	"District of Columbia"	8.273847	8.699514	9.21034	9.574984	9.798127	9.998797	10.10234	10.20452	10.31447	10.40426	10.49127	10.5726	10.62013	10.71996	10.8302	10.94465	11.09086	11.29232	11.55859	1
2001	"District of Columbia"	8.519989	9.047821	9.392662	9.648595	9.86537	9.998797	10.12663	10.23996	10.30895	10.3936	10.52137	10.59788	10.73062	10.82307	10.91872	11.04452	11.18581	11.40322	11.69525	1
1977	"Florida"	6.805723	7.478735	7.803843	8.074961	8.318742	8.517193	8.61722	8.738735	8.881836	8.987197	9.060679	9.194313	9.276596	9.375854	9.454698	9.559446	9.655026	9.814656	10.07154	0
1978	"Florida"	6.895683	7.569928	7.859413	8.143227	8.36637	8.527738	8.699514	8.824677	8.925853	9.013108	9.140454	9.232101	9.31488	9.39682	9.502711	9.616472	9.740969	9.852194	10.09071	0
1979	"Florida"	6.018593	7.438384	7.832808	8.124743	8.411833	8.556414	8.703672	8.853808	8.987197	9.073375	9.170143	9.252346	9.392662	9.472705	9.604071	9.684212	9.803667	9.941313	10.18923	0
1980	"Florida"	5.521461	7.130899	7.705263	8.055158	8.389359	8.612503	8.764053	8.884056	8.987197	9.109414	9.211639	9.315781	9.403272	9.535896	9.62417	9.751152	9.878939	10.02127	10.22285	0
1981	"Florida"	5.645447	7.090077	7.783224	8.160519	8.416931	8.665613	8.853665	8.982184	9.10498	9.21034	9.303467	9.395159	9.49552	9.615806	9.714746	9.833226	9.959395	10.12663	10.32696	0
1982	"Florida"	5.616771	7.17012	7.901007	8.291797	8.556414	8.812843	8.987197	9.10498	9.21034	9.315691	9.39765	9.49552	9.6124	9.680344	9.798127	9.904737	10.0218	10.20913	10.49183	0
1983	"Florida"	5.703783	7.313221	8.006368	8.370085	8.612503	8.853665	9.024011	9.154828	9.25913	9.363062	9.454854	9.565985	9.62905	9.740969	9.852457	9.952278	10.09374	10.25766	10.51053	0
1984	"Florida"	5.991465	7.600903	8.086411	8.450198	8.70251	8.966994	9.111073	9.249561	9.372119	9.460476	9.546813	9.619133	9.723164	9.817385	9.930616	10.06476	10.16739	10.31294	10.57847	0
1985	"Florida"	6.253829	7.600903	8.160519	8.492901	8.709465	8.939581	9.105868	9.249561	9.392662	9.485469	9.615806	9.695109	9.808902	9.904737	10.01234	10.12863	10.27515	10.4291	10.68625	0
1986	"Florida"	6.327937	7.623642	8.267192	8.612503	8.86785	9.098179	9.216323	9.367344	9.472705	9.581903	9.67508	9.775711	9.865267	9.952278	10.08997	10.19895	10.32101	10.49127	10.78415	0
1987	"Florida"	6.736967	7.824846	8.411833	8.711443	8.966484	9.132379	9.280333	9.41083	9.538565	9.625095	9.740969	9.826499	9.905985	10.00785	10.12663	10.21501	10.34731	10.5321	10.82576	0
1988	"Florida"	6.813445	8.006368	8.517193	8.803875	9.02039	9.21034	9.358761	9.472705	9.595603	9.680532	9.773948	9.880731	9.958591	10.05878	10.16585	10.28541	10.40493	10.57946	10.82576	1
1989	"Florida"	6.732211	8.006368	8.519391	8.853665	9.048997	9.222269	9.392662	9.47524	9.615872	9.740969	9.813562	9.904737	10.01351	10.12663	10.23853	10.32941	10.46453	10.62315	10.89674	1
1990	"Florida"	7.090077	8.070906	8.546752	8.902455	9.10498	9.287301	9.433484	9.558035	9.680344	9.798127	9.895254	9.954276	10.08577	10.16589	10.27156	10.36047	10.49127	10.63953	10.86188	1
