year	statecode	p5	p10	p15	p20	p25	p30	p35	p40	p45	p50	p55	p60	p65	p70	p75	p80	p85	p90	p95	intra_dummy
1986	"Mississippi"	6.177944	7.600903	8.055158	8.34284	8.604105	8.853665	8.987197	9.148465	9.305651	9.407551	9.546813	9.619598	9.711721	9.820486	9.9487	10.05621	10.24139	10.39053	10.59451	1
1987	"Mississippi"	6.907755	7.647309	8.221479	8.517193	8.726481	8.933796	9.170351	9.225229	9.323669	9.433484	9.546813	9.667766	9.798127	9.893437	9.972593	10.08789	10.21855	10.35262	10.5531	1
1988	"Mississippi"	6.907755	7.640123	8.235361	8.520188	8.764053	8.946375	9.071078	9.21034	9.318297	9.433484	9.528939	9.680407	9.789871	9.88878	9.952278	10.08581	10.22763	10.39968	10.64638	1
1989	"Mississippi"	6.011267	7.381502	8.006368	8.392989	8.673855	8.809863	9.011889	9.1442	9.29826	9.392662	9.503308	9.633384	9.794677	9.903487	9.998797	10.12663	10.25941	10.43412	10.71664	1
1990	"Mississippi"	6.813445	7.600903	8.294049	8.574896	8.812397	9.11603	9.270494	9.362203	9.441452	9.55393	9.686575	9.809176	9.908475	9.998797	10.09183	10.22194	10.33566	10.47729	10.63586	1
1991	"Mississippi"	6.802395	7.600903	8.262559	8.517193	8.72437	8.934587	9.169518	9.239511	9.395989	9.546813	9.649885	9.798127	9.894446	9.998797	10.08585	10.16585	10.29062	10.4631	10.68739	1
1992	"Mississippi"	6.633318	7.713785	8.31189	8.557375	8.779557	8.987197	9.10498	9.264639	9.445413	9.586377	9.714142	9.800014	9.903487	9.998797	10.12663	10.21881	10.3156	10.46313	10.64542	1
1993	"Mississippi"	7.090077	8.053569	8.518393	8.699514	8.885717	9.082507	9.21034	9.392662	9.472705	9.615806	9.680344	9.802285	9.916206	10.06476	10.18867	10.30895	10.4631	10.59663	10.81978	1
1994	"Mississippi"	6.96319	7.873598	8.476371	8.779557	8.987197	9.20029	9.341369	9.472705	9.568015	9.680344	9.798127	9.903487	10.02078	10.12747	10.24619	10.34817	10.50232	10.66919	10.84349	1
1995	"Mississippi"	7.600903	8.486321	8.853665	9.047821	9.250811	9.392662	9.472705	9.615806	9.686575	9.798127	9.904886	10.03675	10.12663	10.1849	10.30949	10.40916	10.53742	10.66604	10.81978	1
1996	"Mississippi"	7.229839	8.294049	8.612503	8.870101	9.139918	9.305651	9.419142	9.546813	9.653037	9.740969	9.852194	9.954418	10.04368	10.15809	10.24683	10.31228	10.43412	10.59913	10.84431	1
1997	"Mississippi"	7.783224	8.411833	8.669056	8.911665	9.21034	9.319195	9.472705	9.615806	9.724181	9.798127	9.903487	9.992185	10.12663	10.22593	10.31457	10.4631	10.59663	10.76234	10.97404	1
1998	"Mississippi"	7.696667	8.560253	8.746398	8.987197	9.257224	9.431883	9.585346	9.680594	9.798127	9.903487	10.03232	10.12663	10.23996	10.30895	10.3947	10.51867	10.60287	10.76954	11.0021	1
1999	"Mississippi"	7.824046	8.580168	8.824677	9.069122	9.305651	9.510371	9.642123	9.798127	9.903487	10.03232	10.12631	10.16597	10.2755	10.3579	10.4631	10.58406	10.71442	10.81978	11.00755	1
2000	"Mississippi"	7.495542	8.699514	9.024011	9.225229	9.441849	9.615806	9.740969	9.852194	9.972314	10.09204	10.16585	10.24686	10.31414	10.43412	10.50315	10.59663	10.71444	10.859	11.12726	1
2001	"Mississippi"	7.65302	8.732305	8.987197	9.223355	9.392662	9.584659	9.683464	9.809176	9.905981	10.10439	10.20359	10.30895	10.37349	10.46382	10.54534	10.70618	10.82046	10.9768	11.20953	1
1977	"Missouri"	6.717805	7.600903	8.006368	8.34284	8.517193	8.674709	8.791486	8.937481	9.002455	9.1442	9.21034	9.305651	9.392745	9.472705	9.571506	9.680344	9.769957	9.92974	10.14565	0
1978	"Missouri"	6.81564	7.450079	7.905442	8.194229	8.412055	8.598957	8.752423	8.888757	8.987197	9.10498	9.212039	9.319912	9.433484	9.546813	9.619466	9.729135	9.809176	9.959395	10.20341	0
1979	"Missouri"	5.298317	7.090077	7.843849	8.190077	8.437934	8.612503	8.802372	8.935904	9.035987	9.159047	9.21064	9.340755	9.434283	9.574984	9.697693	9.798127	9.903487	10.0226	10.22285	0
1980	"Missouri"	4.844187	7.025538	7.823246	8.221479	8.518192	8.779865	8.934851	9.047821	9.161885	9.25913	9.358761	9.422463	9.54824	9.632335	9.761348	9.845593	9.936342	10.12683	10.30929	0
1981	"Missouri"	5.857933	7.34601	7.83637	8.246958	8.517193	8.699514	8.897272	9.038959	9.181015	9.296518	9.392662	9.473474	9.588777	9.686947	9.814656	9.904737	10.00798	10.12763	10.3189	0
1982	"Missouri"	5.298317	6.956545	7.972466	8.294049	8.612503	8.818778	8.961879	9.10498	9.211639	9.305651	9.395989	9.568015	9.674766	9.78132	9.897218	10.00197	10.10643	10.24096	10.48682	0
1983	"Missouri"	4.60517	7.003066	7.827241	8.25062	8.517193	8.78722	8.967759	9.1072	9.230829	9.384126	9.472705	9.615806	9.713537	9.809176	9.929399	10.06113	10.20688	10.37387	10.59763	0
1984	"Missouri"	5.521461	7.426549	8.094378	8.396832	8.674197	8.866158	9.057423	9.21034	9.367344	9.466532	9.564512	9.647563	9.770242	9.891465	10.00586	10.13062	10.27505	10.389	10.57326	0
1985	"Missouri"	6.150603	7.673223	8.2343	8.575462	8.839276	8.975124	9.145268	9.278373	9.409191	9.546813	9.648595	9.770413	9.8902	9.970913	10.09022	10.19806	10.29248	10.4193	10.59763	0
1986	"Missouri"	5.869297	7.554859	8.131531	8.453614	8.699514	8.987197	9.126959	9.277999	9.406072	9.546813	9.657587	9.792892	9.906583	10.00785	10.12282	10.21097	10.33569	10.45536	10.6484	0
1987	"Missouri"	5.648974	7.552238	8.229511	8.533854	8.817298	9.034081	9.212139	9.392662	9.539644	9.631941	9.763076	9.852194	9.982991	10.07576	10.16585	10.28875	10.37723	10.52245	10.72514	0
1988	"Missouri"	6.907755	8.02027	8.515592	8.809863	9.021598	9.214333	9.392662	9.506883	9.615806	9.71154	9.798238	9.904737	9.998797	10.08326	10.1716	10.26291	10.389	10.56834	10.80131	0
1989	"Missouri"	6.620073	7.72312	8.320205	8.693497	8.89563	9.21034	9.376702	9.480368	9.615872	9.711116	9.798127	9.906483	10.01543	10.11213	10.21233	10.34174	10.51189	10.65006	10.87142	0
1990	"Missouri"	6.486161	7.696213	8.455317	8.785692	9.087042	9.25913	9.400961	9.488426	9.62245	9.798127	9.879451	9.958922	10.07576	10.14643	10.24481	10.33657	10.4671	10.61889	10.83467	1
1991	"Missouri"	7.097549	8.14613	8.630522	8.987197	9.21034	9.373479	9.523544	9.62245	9.729135	9.800901	9.903587	9.973713	10.08789	10.14643	10.26639	10.35774	10.46396	10.62133	10.83524	1
1992	"Missouri"	7.130899	8.045588	8.667852	8.865029	9.21034	9.384714	9.551231	9.680344	9.743905	9.847446	9.92652	10.03276	10.10234	10.20396	10.33786	10.4631	10.57139	10.71493	10.98715	1
1993	"Missouri"	6.736967	8.16166	8.53464	8.853808	9.159047	9.289614	9.466686	9.615806	9.735069	9.798127	9.908475	10.04325	10.16643	10.30895	10.38749	10.49169	10.60289	10.71608	11.11245	1
1994	"Missouri"	6.802395	8.006701	8.50593	8.824677	9.124564	9.350102	9.520102	9.667766	9.792556	9.885374	9.958449	10.08581	10.16585	10.27505	10.37972	10.46524	10.59843	10.72283	10.96822	1
1995	"Missouri"	6.882438	8.294049	8.641179	8.993427	9.214333	9.392662	9.510445	9.619133	9.798127	9.903487	10.01949	10.09617	10.1793	10.30895	10.37427	10.47334	10.59788	10.73748	10.97336	1
1996	"Missouri"	7.32975	8.479491	8.895082	9.21034	9.432923	9.592605	9.712267	9.798127	9.904487	10.02216	10.10643	10.17046	10.29384	10.3827	10.46738	10.55971	10.69104	10.82973	11.11692	1
1997	"Missouri"	8.006368	8.665613	8.97563	9.305651	9.472705	9.655347	9.798127	9.900483	9.952896	10.08589	10.13361	10.25611	10.34416	10.44278	10.51908	10.62147	10.70324	10.82078	11.0833	1
1998	"Missouri"	7.652546	8.618304	9.082507	9.249561	9.447782	9.615806	9.798127	9.90942	10.05148	10.12863	10.20692	10.31055	10.35854	10.48458	10.57454	10.63835	10.73944	10.82729	11.11497	1
1999	"Missouri"	7.352441	8.687442	9.135077	9.392662	9.565495	9.700208	9.903487	9.993831	10.10643	10.16585	10.23996	10.30895	10.37352	10.4631	10.57003	10.67313	10.7901	10.95242	11.22861	1
2000	"Missouri"	7.556951	8.787525	9.171599	9.472705	9.653935	9.799237	9.912695	10.07778	10.13856	10.24174	10.32712	10.43423	10.50507	10.59663	10.64542	10.74721	10.90051	11.12102	11.39795	1
2001	"Missouri"	7.60589	8.776476	9.294682	9.615806	9.757305	9.903487	10.00473	10.12663	10.18731	10.30895	10.36249	10.46339	10.55529	10.62206	10.7256	10.83048	10.96163	11.13605	11.35041	1
1977	"Montana"	5.480639	6.508769	7.313221	7.759187	8.166216	8.411833	8.630522	8.815667	8.974618	9.090994	9.179881	9.2399	9.345745	9.439466	9.55393	9.619798	9.70881	9.836653	9.985067	0
1978	"Montana"	5.886104	6.907755	7.601402	8.006368	8.294049	8.517193	8.748305	8.857942	8.987197	9.10498	9.196445	9.289059	9.392662	9.469469	9.565985	9.635477	9.76698	9.885578	10.10234	0
1979	"Montana"	5.010635	6.838405	7.506592	8.005701	8.262559	8.481359	8.699514	8.888757	8.996281	9.109746	9.21134	9.3147	9.39491	9.542302	9.642318	9.742438	9.864747	9.998797	10.3156	0
1980	"Montana"	4.317488	6.476973	7.313887	7.863267	8.200014	8.519191	8.733433	8.944551	9.049702	9.200896	9.28294	9.37721	9.474549	9.5754	9.683713	9.809287	9.913438	10.07631	10.2405	0
1981	"Montana"	4.744932	6.549651	7.652071	8.133294	8.517193	8.740976	8.969542	9.10498	9.230241	9.347403	9.398892	9.510445	9.625756	9.757594	9.859065	9.968807	10.08602	10.20507	10.35774	0
1982	"Montana"	4.060443	6.620073	7.340187	7.942718	8.242756	8.573573	8.86785	9.041922	9.231025	9.394327	9.514215	9.616605	9.726213	9.81055	9.917587	10.03272	10.14839	10.31245	10.55321	0
1983	"Montana"	4.60517	5.828946	7.088409	7.824046	8.19174	8.528529	8.756682	8.987447	9.180809	9.30656	9.424807	9.567036	9.701983	9.818638	9.950418	10.0439	10.16331	10.31294	10.59678	0
1984	"Montana"	5.159055	6.670766	7.510978	8.006368	8.320205	8.699681	8.905309	9.071078	9.230143	9.392662	9.502935	9.642966	9.749753	9.857339	9.956697	10.06476	10.15035	10.27505	10.47376	0
1985	"Montana"	5.669881	6.756932	7.783224	8.306225	8.65626	8.883085	9.046409	9.207035	9.307014	9.472705	9.586033	9.70082	9.80007	9.900483	10.00726	10.09984	10.19126	10.35936	10.66006	0
1986	"Montana"	5.446737	7.17549	7.824046	8.271037	8.56121	8.853665	9.047821	9.213336	9.350102	9.476084	9.589461	9.726213	9.840281	9.929594	10.02495	10.14643	10.27505	10.40729	10.6478	0
1987	"Montana"	6.214608	7.313221	7.88871	8.351375	8.643297	8.876405	9.059518	9.21034	9.378056	9.472705	9.588092	9.729313	9.834298	9.943669	10.04486	10.12755	10.26824	10.41586	10.65726	0
1988	"Montana"	6.109248	7.390799	8.055158	8.358901	8.685416	8.922658	9.104535	9.220291	9.3547	9.492507	9.603058	9.712933	9.821409	9.923682	10.00333	10.08914	10.2357	10.35673	10.59663	0
1989	"Montana"	6.60665	7.926602	8.294049	8.527143	8.755895	8.987197	9.180499	9.369478	9.484177	9.594991	9.680344	9.798127	9.915218	10.00618	10.10724	10.20544	10.31062	10.46439	10.62133	0
1990	"Montana"	6.751101	7.696213	8.272826	8.597667	8.853665	9.011889	9.191259	9.392662	9.50301	9.616805	9.699963	9.802064	9.925347	10.06301	10.16758	10.30895	10.41631	10.57132	10.75257	1
1991	"Montana"	6.802395	7.916443	8.294049	8.632663	8.85723	9.040975	9.21184	9.321256	9.502861	9.615939	9.729848	9.812906	9.928424	10.05195	10.14053	10.2545	10.37396	10.49127	10.67142	1
1992	"Montana"	7.065613	8.019613	8.51979	8.776012	9.024011	9.21034	9.39491	9.506735	9.615806	9.723224	9.798794	9.905985	10.01458	10.10516	10.2195	10.32876	10.44944	10.63106	10.85996	1
1993	"Montana"	7.36201	8.266679	8.623353	8.929965	9.125327	9.285541	9.448728	9.571784	9.641343	9.772809	9.879195	9.953563	10.06352	10.16601	10.26938	10.35179	10.47274	10.60678	10.81992	1
1994	"Montana"	7.090077	8.255569	8.60959	8.865876	9.143131	9.306377	9.464207	9.615806	9.711116	9.846282	9.938758	10.05191	10.1321	10.24445	10.32105	10.43412	10.54613	10.7144	10.88706	1
1995	"Montana"	7.130899	8.160519	8.585226	8.892886	9.190138	9.350102	9.480368	9.615806	9.742145	9.852194	9.92329	10.04325	10.09535	10.18505	10.27681	10.39516	10.53076	10.69208	10.94203	1
1996	"Montana"	6.82546	8.18535	8.617581	8.926916	9.21034	9.367344	9.446914	9.602383	9.711116	9.846917	9.952278	10.03452	10.12703	10.23957	10.32483	10.43426	10.58469	10.73731	11.03489	1
1997	"Montana"	7.090077	8.294049	8.683046	8.968268	9.21034	9.392662	9.52369	9.625756	9.70528	9.825526	9.913438	10.04906	10.16969	10.30895	10.39244	10.5321	10.63345	10.77277	10.97723	1
1998	"Montana"	7.003066	8.122668	8.666991	9.042749	9.222664	9.395989	9.585346	9.680344	9.800291	9.903487	9.998797	10.08735	10.18716	10.31029	10.39348	10.5321	10.62218	10.74852	10.99541	1
1999	"Montana"	7.21671	8.216088	8.703838	9.004054	9.296518	9.464983	9.589804	9.726034	9.799071	9.922702	10.06688	10.16643	10.28946	10.37474	10.46319	10.5728	10.65726	10.80645	11.07518	1
2000	"Montana"	7.426549	8.268732	8.883502	9.21094	9.394743	9.538348	9.641863	9.742379	9.860005	9.971147	10.08581	10.19616	10.28929	10.40426	10.48291	10.59961	10.6854	10.83467	11.10051	1
2001	"Montana"	7.006695	8.397734	8.903272	9.180603	9.385805	9.549665	9.690418	9.811372	9.903937	9.998797	10.07987	10.15144	10.27505	10.39937	10.50334	10.60609	10.7364	10.83356	11.11245	1
1977	"Nebraska"	6.040255	7.080027	7.762171	8.237215	8.411833	8.699514	8.824677	8.925454	9.024011	9.10498	9.224243	9.323669	9.422868	9.472705	9.552298	9.655026	9.75435	9.903487	10.10524	0
1978	"Nebraska"	6.476973	7.45472	7.841886	8.116715	8.391857	8.577724	8.853665	8.987197	9.105091	9.21034	9.305651	9.392662	9.483188	9.560997	9.625954	9.703633	9.875603	10.02127	10.27633	0
1979	"Nebraska"	4.158883	6.476973	7.590852	7.919356	8.34284	8.612503	8.818778	9.006019	9.132379	9.220291	9.305651	9.409191	9.51	9.680344	9.747301	9.848239	9.922653	10.0465	10.28199	0
1980	"Nebraska"	4.60517	6.270988	7.335634	7.956477	8.316055	8.699514	8.870522	9.013596	9.174713	9.254644	9.392662	9.46475	9.568015	9.65143	9.742262	9.82585	9.957028	10.08893	10.31517	0
1981	"Nebraska"	4.969813	6.620073	7.438384	8.008033	8.411833	8.70417	8.9334	9.10498	9.224243	9.350971	9.434683	9.552582	9.63122	9.741145	9.834245	9.920836	10.04759	10.20541	10.36407	0
1982	"Nebraska"	4.795791	6.907755	7.709757	8.196988	8.53464	8.76873	8.987197	9.139381	9.268609	9.392662	9.453286	9.550378	9.659503	9.752665	9.8755	9.964112	10.08581	10.19421	10.37505	0
1983	"Nebraska"	5.521461	7.085064	7.874739	8.450412	8.674709	8.881836	9.059518	9.210441	9.336973	9.441452	9.521348	9.618868	9.740969	9.806426	9.904737	9.998843	10.10969	10.24192	10.4639	0
1984	"Nebraska"	4.60517	7.090077	7.904704	8.332067	8.612503	8.794825	9.020994	9.210441	9.319016	9.395575	9.522227	9.655026	9.769957	9.846917	9.952278	10.04759	10.19783	10.30995	10.57745	0
1985	"Nebraska"	5.105946	6.725034	7.972466	8.480529	8.699514	8.912877	9.108861	9.270965	9.426499	9.530828	9.680344	9.743905	9.852194	9.92329	10.04325	10.1425	10.27505	10.41631	10.61423	1
1986	"Nebraska"	5.549076	7.090077	7.828835	8.323608	8.691147	8.987197	9.177507	9.347577	9.472705	9.569901	9.648595	9.769957	9.898525	9.958354	10.04507	10.12687	10.24032	10.38635	10.60671	1
1987	"Nebraska"	6.104793	7.481556	8.007034	8.402455	8.699514	8.961879	9.168789	9.305832	9.472705	9.602517	9.709903	9.798127	9.889642	9.952373	10.03452	10.12663	10.2145	10.34174	10.57132	1
1988	"Nebraska"	6.39693	7.510978	8.194781	8.496786	8.817149	9.048527	9.230143	9.393079	9.546813	9.625492	9.740969	9.835744	9.937793	10.0153	10.10451	10.19335	10.31245	10.46316	10.72516	1
1989	"Nebraska"	6.620073	7.803435	8.384804	8.699514	8.958025	9.133999	9.287765	9.437476	9.552155	9.680656	9.769957	9.861675	9.932075	10.04325	10.12863	10.24039	10.36829	10.49681	10.74721	1
1990	"Nebraska"	6.579251	7.808323	8.433811	8.75621	9.036106	9.2399	9.431883	9.526464	9.627997	9.75904	9.852194	9.94602	10.00785	10.08581	10.17355	10.29543	10.46004	10.59663	10.86418	1
1991	"Nebraska"	7.047517	7.889084	8.659213	8.996652	9.264071	9.392662	9.50002	9.615806	9.680407	9.798127	9.86058	9.952754	10.04325	10.12863	10.23996	10.3189	10.43412	10.62571	10.8417	1
1992	"Nebraska"	6.802395	8.039157	8.566174	8.970814	9.21064	9.330964	9.472781	9.582593	9.680344	9.767839	9.884407	9.961992	10.08627	10.19242	10.30728	10.39207	10.49133	10.60287	10.85534	1
1993	"Nebraska"	7.090077	8.196988	8.786457	9.11052	9.279866	9.409191	9.582249	9.683651	9.792556	9.884356	9.952278	10.01198	10.09245	10.16693	10.26039	10.36854	10.49753	10.67128	10.93311	1
1994	"Nebraska"	6.81564	8.177516	8.635332	9.037652	9.295692	9.472705	9.60562	9.700331	9.817167	9.903988	9.990032	10.08247	10.16585	10.25471	10.37352	10.48108	10.59738	10.72336	10.92684	1
1995	"Nebraska"	6.758094	8.422882	8.987197	9.210441	9.393079	9.532062	9.680344	9.776506	9.864695	9.9361	10.00852	10.08789	10.17416	10.29215	10.38856	10.49127	10.61482	10.80847	11.03508	1
1996	"Nebraska"	7.090077	8.529121	8.987197	9.21034	9.392662	9.528867	9.680344	9.798627	9.903487	9.952325	10.04975	10.15813	10.23996	10.31725	10.42169	10.51873	10.64562	10.79992	11.08253	1
1997	"Nebraska"	7.696213	8.517193	8.987197	9.305651	9.472705	9.619133	9.740969	9.822549	9.940639	10.03008	10.12699	10.20788	10.2896	10.36249	10.4869	10.57755	10.71195	10.84349	11.16232	1
1998	"Nebraska"	7.827241	8.637639	9.048997	9.305651	9.47685	9.667766	9.82531	9.935373	10.05942	10.12983	10.24	10.30895	10.37374	10.45998	10.58406	10.65018	10.82006	10.98986	11.26517	1
1999	"Nebraska"	7.607878	8.598589	8.990566	9.341018	9.546813	9.655026	9.798127	9.920836	10.02606	10.12663	10.20359	10.30058	10.37711	10.4631	10.55321	10.65254	10.76558	10.97922	11.23882	1
2000	"Nebraska"	7.443664	8.436417	8.98907	9.305651	9.511408	9.705036	9.837348	9.953467	10.06476	10.16585	10.25783	10.34769	10.44083	10.53143	10.60906	10.73683	10.86857	11.08368	11.31222	1
2001	"Nebraska"	7.377759	8.702843	9.204021	9.472705	9.694	9.885833	9.998343	10.09959	10.18742	10.26928	10.34174	10.42822	10.50224	10.59112	10.67452	10.77921	10.9358	11.12769	11.35393	1
1977	"Nevada"	6.39693	7.665753	8.006368	8.294049	8.502688	8.66285	8.791638	8.896725	8.999619	9.10498	9.21144	9.355739	9.466842	9.546813	9.680344	9.741498	9.864747	10.02016	10.20066	1
1978	"Nevada"	6.733402	7.495542	8.006368	8.242756	8.433811	8.616133	8.777247	8.922658	9.024011	9.168789	9.249849	9.384294	9.433484	9.5754	9.692766	9.769957	9.903487	10.06858	10.27505	1
1979	"Nevada"	6.066108	7.17012	8.006368	8.37908	8.612503	8.779557	8.906393	8.997024	9.11603	9.240967	9.347141	9.423676	9.522373	9.615806	9.686575	9.815748	9.961757	10.11253	10.3483	1
1980	"Nevada"	5.521461	7.272398	7.983099	8.394799	8.644882	8.866441	8.999619	9.123257	9.215527	9.329634	9.421412	9.546955	9.648595	9.754117	9.837348	9.971147	10.09452	10.17778	10.42228	1
1981	"Nevada"	5.69036	7.313221	8.131531	8.517193	8.738735	8.95854	9.10498	9.21034	9.308374	9.400961	9.510593	9.619133	9.743319	9.827524	9.952278	10.01234	10.11144	10.24885	10.48431	1
1982	"Nevada"	6.813445	8.006368	8.412943	8.709465	8.951699	9.082507	9.207335	9.323669	9.441452	9.55393	9.635608	9.705036	9.806206	9.904487	9.998797	10.12033	10.21299	10.33202	10.59663	1
1983	"Nevada"	6.499787	7.773174	8.295299	8.751474	8.998013	9.159047	9.282754	9.392662	9.472705	9.594241	9.695848	9.798127	9.903487	10.00568	10.08789	10.16585	10.26813	10.389	10.63345	1
1984	"Nevada"	5.991465	7.783224	8.301025	8.833317	9.10498	9.215328	9.385134	9.472705	9.568015	9.656628	9.763938	9.870964	9.952278	10.0648	10.13856	10.23996	10.34977	10.46524	10.62133	1
1985	"Nevada"	6.39693	7.774856	8.34284	8.699514	9.013596	9.214033	9.387733	9.473934	9.612467	9.670925	9.769957	9.862665	9.952278	10.04325	10.13222	10.24885	10.34174	10.4688	10.62498	1
1986	"Nevada"	5.676754	7.649693	8.160519	8.618666	8.987197	9.169518	9.305651	9.484177	9.592196	9.654449	9.764915	9.85272	9.940302	10.07954	10.1716	10.30895	10.37895	10.51203	10.74043	1
1987	"Nevada"	7.090077	8.006368	8.702344	8.987197	9.21034	9.392662	9.486076	9.600895	9.680344	9.746834	9.819018	9.903487	10.00333	10.1346	10.23996	10.31112	10.40426	10.58281	10.78311	1
1988	"Nevada"	7.357556	8.300529	8.720134	8.941153	9.197356	9.328123	9.453679	9.563529	9.680594	9.798127	9.903487	9.969977	10.07744	10.16585	10.25555	10.37349	10.44808	10.53212	10.7624	1
1989	"Nevada"	7.265429	8.268732	8.716044	9.001716	9.21034	9.392662	9.472705	9.583007	9.680344	9.753246	9.8774	9.952278	10.06815	10.14643	10.24007	10.34174	10.46809	10.6095	10.81114	1
1990	"Nevada"	7.090077	8.455317	8.78048	9.10498	9.323669	9.472705	9.560997	9.648595	9.742438	9.875859	9.961757	10.06288	10.14109	10.21903	10.30895	10.41031	10.5217	10.655	10.90916	1
1991	"Nevada"	7.422971	8.517193	8.853665	9.180499	9.327234	9.433484	9.581903	9.719564	9.825526	9.933046	10.01118	10.10643	10.21464	10.3156	10.41031	10.48431	10.59913	10.71442	10.94641	1
1992	"Nevada"	8.112528	8.612503	8.980172	9.249561	9.392662	9.489032	9.615806	9.740969	9.814656	9.908475	10.01234	10.11071	10.16585	10.2605	10.35743	10.48117	10.59788	10.72382	10.92863	1
1993	"Nevada"	7.20786	8.232706	8.682708	9.082507	9.249561	9.395658	9.574984	9.680344	9.800901	9.908923	10.02216	10.12663	10.19399	10.30895	10.37661	10.47328	10.59663	10.76501	11.08846	1
1994	"Nevada"	7.291656	8.476371	9.087042	9.21134	9.392662	9.499496	9.622648	9.740969	9.909569	10.01726	10.12663	10.19802	10.302	10.36249	10.4631	10.55059	10.6502	10.78415	11.0021	1
1995	"Nevada"	7.049255	8.276649	8.842894	9.21034	9.392662	9.546813	9.680344	9.806536	9.935761	10.0569	10.16585	10.25146	10.3189	10.4119	10.5078	10.59838	10.669	10.78519	11.03666	1
1996	"Nevada"	7.783224	8.517193	9.013108	9.305651	9.469854	9.656179	9.798127	9.923634	10.01306	10.12663	10.16908	10.30394	10.38282	10.46596	10.59663	10.69535	10.82058	10.91872	11.15639	1
1997	"Nevada"	7.649693	8.620652	9.10498	9.417274	9.564933	9.715108	9.832528	9.906782	10.0046	10.09617	10.16585	10.29248	10.37817	10.47729	10.57132	10.64557	10.78145	10.89674	11.13086	1
1998	"Nevada"	7.740664	8.687442	9.10498	9.392662	9.618734	9.743905	9.87817	9.945109	10.04434	10.14816	10.26378	10.3222	10.39053	10.48662	10.59788	10.71466	10.859	11.01863	11.29601	1
1999	"Nevada"	7.600903	8.746398	9.21034	9.479145	9.619133	9.749753	9.903487	9.952278	10.08581	10.21834	10.30895	10.41181	10.47331	10.59663	10.71484	10.81978	10.91591	11.0978	11.31447	1
2000	"Nevada"	7.785305	8.839276	9.220291	9.544095	9.680344	9.798127	9.903487	9.998797	10.12503	10.17732	10.30895	10.35026	10.4631	10.53316	10.65254	10.77921	10.89555	11.08406	11.32539	1
2001	"Nevada"	7.600903	8.780172	9.249561	9.546813	9.723164	9.870964	9.942708	10.04325	10.12663	10.18225	10.30895	10.36867	10.4631	10.54006	10.64542	10.78932	10.92621	11.096	11.37672	1
1977	"New Hampshire"	6.253829	7.434258	7.925158	8.221479	8.517193	8.612503	8.707813	8.874867	8.993427	9.063463	9.159047	9.249561	9.323669	9.44177	9.576787	9.651173	9.775654	9.905585	10.1346	0
1978	"New Hampshire"	7.090077	7.719574	8.160519	8.34284	8.556414	8.767329	8.853665	8.961879	9.059518	9.160415	9.274629	9.367344	9.472705	9.548596	9.615806	9.711116	9.830916	9.908475	10.08581	0
1979	"New Hampshire"	5.703783	6.927558	7.644441	8.101678	8.304	8.651724	8.828347	8.948976	9.062304	9.21134	9.305651	9.402282	9.487972	9.563107	9.680344	9.746834	9.881804	9.945109	10.20359	0
1980	"New Hampshire"	4.317488	6.398595	7.60589	8.147288	8.49699	8.732305	8.93208	9.082507	9.21034	9.30792	9.39441	9.480368	9.581903	9.655026	9.742379	9.85692	9.931005	10.12663	10.3648	0
1981	"New Hampshire"	5.298317	7.307202	8.079618	8.476371	8.813587	8.956093	9.119759	9.21184	9.30656	9.392662	9.462499	9.55393	9.632335	9.746834	9.826607	9.908475	10.05707	10.20322	10.43787	0
1982	"New Hampshire"	6.309918	7.34601	8.020599	8.33711	8.674197	8.89563	9.053686	9.21084	9.330077	9.445413	9.521714	9.615872	9.694308	9.798516	9.920836	10.04107	10.18904	10.33851	10.61707	0
1983	"New Hampshire"	5.47227	7.313221	8.04719	8.334231	8.630522	8.805375	8.987197	9.186048	9.305651	9.392662	9.546813	9.62245	9.733293	9.840015	9.949225	10.04325	10.18562	10.34213	10.57132	0
1984	"New Hampshire"	6.672033	7.901007	8.326033	8.674197	8.809863	8.987197	9.159047	9.242614	9.392662	9.49213	9.615806	9.681656	9.799515	9.885833	9.963689	10.08623	10.20729	10.42228	10.58911	0
1985	"New Hampshire"	6.680855	8.105005	8.59951	8.874308	9.10498	9.21104	9.331761	9.452267	9.546813	9.62245	9.717158	9.833173	9.918376	9.998797	10.12663	10.23996	10.32712	10.47447	10.66926	0
1986	"New Hampshire"	6.016157	7.824046	8.40066	8.860783	9.125653	9.249561	9.378394	9.448412	9.588777	9.680344	9.786954	9.903487	9.952278	10.05621	10.13361	10.2453	10.37583	10.5412	10.72327	0
1987	"New Hampshire"	6.309918	7.614312	8.491876	8.89563	9.179881	9.326522	9.482045	9.614471	9.699779	9.798127	9.904737	10.02853	10.14187	10.23996	10.31062	10.40168	10.54553	10.68052	10.86683	1
1988	"New Hampshire"	5.857933	7.935229	8.700348	8.983439	9.21034	9.393495	9.546813	9.710813	9.806426	9.903487	9.985067	10.05621	10.13658	10.21464	10.31261	10.40444	10.51873	10.67244	10.86996	1
1989	"New Hampshire"	5.703783	7.677864	8.68643	9.16482	9.350102	9.606697	9.679969	9.791885	9.880372	9.936874	10.04711	10.13046	10.19914	10.29384	10.37505	10.47116	10.55841	10.71411	11.0205	1
